d1,d2,d3,L,a,b
0.0469092580646,0.789273931646,0.0402761390532,10.3333085175,11.7405112368,-13.7847628168
0.0332430360156,0.0948998707894,0.0155887738242,37.1421327947,12.4814398059,-54.5630155506
0.036819682153,0.567955962063,0.0103083139493,31.1980436716,32.3647886174,-31.6993982333
0.0415279316754,0.894850658831,0.0379806523637,18.3890860541,-4.02305165401,-15.2074434228
0.0273276257659,0.300465100224,0.0227468157184,51.4603750623,-74.7112837577,24.9337686843
0.029713205399,0.0471582181815,0.0106422358571,29.4781277832,9.65697571383,-32.635195808
0.0486764951075,0.461176180598,0.0114033147133,21.8426741316,-30.7363515836,-5.60897176817
0.0209731837256,0.872498680238,0.0157577267548,54.6441330866,-14.0572401638,-20.8153375968
0.042125871214,0.0243963657748,0.033034965092,2.86221301501,3.11195649177,-11.3840002544
0.0458053718701,0.62702098803,0.0217673558386,18.0780113083,-24.1829672299,-9.92300526819
0.0403847758895,0.137562449891,0.0410649958207,34.732594501,-32.2855640307,39.1730003697
0.0237670642366,0.782921492127,0.0487917561477,17.2630768824,13.2344411404,-13.7511655891
0.0363622053098,0.319232659493,0.0368307085285,33.2089936031,-43.3529377384,34.5243753944
0.0109540853719,0.0842833679659,0.0361111381763,38.1174181801,10.0565481321,-49.5798923565
0.0310658794675,0.844517168434,0.026076108082,34.0678262618,-11.7024939182,-25.1388060416
0.0320330230383,0.40861118104,0.0424304494922,8.9379699699,52.5661157203,-59.3489775249
0.00626327451935,0.588089506948,0.018574897972,63.2843676711,-3.31835743053,-17.9939966095
0.000564774753964,0.991344282852,0.0166767348696,74.9897098753,-6.70138138925,-13.1638829522
0.00522251559068,0.720007528548,0.0234189191796,59.9461763048,15.0880251794,-17.9757085451
0.0291946314996,0.705711076873,0.0308733646833,34.6573395761,4.49879488227,-25.4308477337
0.0483179030575,0.911542462695,0.0151031033574,20.7048687478,2.03091610767,-14.792277194
0.0166003408061,0.963447196607,0.0293268497602,42.3320512821,16.9414176872,-21.4667500327
0.0162217398718,0.417139178848,0.0189423615605,44.5899762584,6.6220883851,-49.7864559284
0.0290369205841,0.587019760595,0.0381401087506,19.8659016422,32.1025989195,-29.8670247008
0.0419309983825,0.784161357967,0.0102280237375,26.2483089916,8.65521464953,-17.5577076652
0.0480858715219,0.9910108234,0.0458723956128,9.05217974523,8.50892740445,-17.134859226
0.00167182357356,0.715630290216,0.00954509152953,86.5663753491,7.40089295217,-6.87523566914
0.0143551018747,0.783151609293,0.0219886697525,51.6164987452,12.1521814671,-16.5791310884
0.0251534423768,0.599647662382,0.0175996411862,38.657866982,8.14618959898,-24.7450466622
0.02504620082,0.884802732522,0.00991462769159,51.7940911457,-6.59824400076,-19.2149977275
0.0324283852769,0.992192516251,0.0362351604463,24.8576983829,11.6655905933,-23.3903240043
0.0149490750227,0.956961994262,0.0232653079611,51.3599654084,16.7140482227,-19.6984954455
9.29080705563e-06,0.349203728389,0.0450767439953,26.6079523697,15.3954281297,-32.5579357017
0.0279162120162,0.696902270228,0.0283020336871,38.4116157801,-2.36457925552,-24.6530910199
0.00697839807868,0.234738158634,0.00292735596065,88.2340908922,-6.40292339537,-11.2158971321
0.00778622344797,0.252665158121,0.0404252443632,32.1234904918,-7.80161937991,-32.8091490534
0.0308116868073,0.0694870573868,0.0184121249029,23.3243209165,29.1286030437,-51.5948672196
0.0471646335141,0.546644654483,0.0489599467606,8.96104125243,30.7913626344,-28.4203307882
0.0467524127756,0.724155190862,0.0440152441589,11.9379900162,12.6692903836,-21.5732138992
0.0348017033721,0.333801198206,0.0364878667104,32.4804382596,-10.3753081144,28.8163111472
